id,faixa_etaria,experiencia_tech,frequencia_portal,contexto_acesso,perfil_comportamental,motivacao,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34
11,8 ou 9 anos,Usa computador às vezes,Acessa raramente,Escola e casa,Indiferente,Curiosidade própria,8 ou 9 anos,Já usei algumas vezes,Computador ou notebook,Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Peço ajuda para alguém em casa,Nunca prestei atenção nisso,"😐 Normal, nem bom nem ruim",Mais ou menos claro,Não sei.,Não sei onde fica o menu,Mais ou menos igual,Fico clicando nos menus até achar,Nunca tentei usar a busca,"Jogos e desafios | Atividades (exercícios, tarefas)",Ia clicando em tudo até achar.,"Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo,Raramente acontece,Acontece às vezes,Tento por uns 2 ou 3 minutos,Tento de novo mais tarde,A página demora para carregar | Não entendo os nomes das seções,"😐 Normal, já estou acostumado",Uma vez tentei achar uma atividade e não consegui encontrar.,"Talvez, dependeria de como funciona",Não faria diferença,Indiferente,A tela inicial mostrar só o que é mais importante,Não sei.,"É o portal da escola, serve pra ver as coisas da aula.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Não uso há tempo suficiente para comparar,Normal
12,8 ou 9 anos,Usa computador às vezes,Acessa semanalmente,Só em casa,Indiferente,Obrigação (professor mandou),8 ou 9 anos,Uso toda semana,Computador ou notebook,Só em casa,Peço ajuda para alguém em casa | Desisto e não uso aquela parte,Atividades ou tarefas para fazer,"😐 Normal, nem bom nem ruim",Mais ou menos claro,Acho que não.,"Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Atividades (exercícios, tarefas) | Não importa, desde que seja fácil de achar",Ia clicar nas atividades e tentar achar lá.,"Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para alguém em casa,A página demora para carregar | Não entendo os nomes das seções,"😐 Normal, já estou acostumado",Uma vez não achei a atividade de matemática. Chamei minha mãe pra ajudar.,"Talvez, dependeria de como funciona","Sim, um pouco",Indiferente,Uma barra de busca mais visível e fácil de usar | A tela inicial mostrar só o que é mais importante,Não sei.,É o site da escola. Tem as tarefas lá.,"⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,Normal
13,8 ou 9 anos,Usa computador regularmente,Acessa raramente,Só em casa,Curioso/explorador,Curiosidade própria,8 ou 9 anos,Já usei algumas vezes,Computador ou notebook,Só em casa,Fico tentando sozinho até descobrir | Peço ajuda para alguém em casa,"Não sei bem o que aparece, é confuso","🙂 Tranquilo, vou descobrindo",Mais ou menos claro,Acho que tem jogos em algum lugar mas nunca consegui achar.,Tem muitas opções e fico confuso,Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Jogos e desafios | Aulas (videoaulas, explicações)",Eu ia clicar em tudo até achar ou tentava digitar 'programação' na busca.,"Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por mais de 5 minutos,Peço ajuda para alguém em casa | Tento de novo mais tarde,Não entendo os nomes das seções | Não encontro nem com a busca,"😞 Chateado, queria ter encontrado",Uma vez tentei achar um vídeo de ciências e fiquei clicando em tudo mas não achei nada.,"Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas","Adoraria, me ajudaria a descobrir coisas novas","Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Uma barra de busca mais visível e fácil de usar | A tela inicial mostrar só o que é mais importante",Queria que tivesse mais jogos e coisas divertidas pra aprender.,É um jeito diferente de estudar em casa. Se você explorar bastante pode achar coisas legais.,"⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Não uso há tempo suficiente para comparar,misterioso
14,8 ou 9 anos,Usa computador regularmente,Acessa semanalmente,"Escola pública, zona rural",Curioso/explorador,Curiosidade própria,8 ou 9 anos,Uso toda semana,Computador ou notebook,Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Peço ajuda para um colega,Uma lista de matérias ou disciplinas | Atividades ou tarefas para fazer,"🙂 Tranquilo, vou descobrindo",Mais ou menos claro,Eu acho que tem jogos no portal mas nunca consegui achar. Fico clicando em vários lugares mas não aparece nada de jogo.,"É fácil de entender | Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Jogos e desafios","Eu ia abrir o portal e procurar no menu de atividades primeiro. Se não achasse, ia digitar programação na busca para ver o que aparece. Eu clicaria em tudo que parecesse certo até achar. Se não conseguisse de jeito nenhum, ia perguntar para o professor onde estava.","Tanto faz, o que importa é ser fácil","Consigo navegar fácil, sei onde clicar | Fico procurando onde clicar por um tempo","Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por mais de 5 minutos,Peço ajuda para o professor | Tento de novo mais tarde,Não encontro nem com a busca | Clico em vários lugares e não abre nada,"😞 Chateado, queria ter encontrado",Uma vez o professor mandou fazer uma atividade de matemática no portal. Eu fiquei clicando em todas as matérias mas não achei nada. Tentei escrever matemática na busca e apareceu um monte de coisa estranha que não era o que eu queria. Fiquei tentando por bastante tempo até o professor ter que me mostrar onde estava.,"Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas","Adoraria, me ajudaria a descobrir coisas novas","Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Uma barra de busca mais visível e fácil de usar | A tela inicial mostrar só o que é mais importante","Eu queria que tivesse mais jogos para aprender, tipo jogos de matemática e de português. Também queria um lugar para mandar perguntas para o professor direto pelo portal.","Eu falaria que é um lugar bacana para estudar e ver as aulas da escola. Às vezes é um pouco difícil de achar as coisas, mas quando você acha fica fácil. Vale a pena tentar usar porque tem muita coisa interessante lá.","⭐⭐⭐ Médio, tem coisas boas e ruins",Provavelmente indicaria,Um pouco mais fácil,interessante
15,8 ou 9 anos,Usa computador às vezes,Acessa todo dia,Escola e casa,Persistente/metódico,Gosta do conteúdo,8 ou 9 anos,Uso quase todo dia,"Uso em aparelhos diferentes, depende do dia",Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Peço ajuda para o professor,Uma lista de matérias ou disciplinas | Atividades ou tarefas para fazer,"🙂 Tranquilo, vou descobrindo",Mais ou menos claro,"Eu acho que tem um lugar para ver as minhas notas, mas nunca consegui achar. Já fiquei clicando em tudo por bastante tempo e não apareceu. Tentei de novo em outro dia e também não achei. Mas não desisti, só não sei onde fica.","Já me acostumei, mas no começo era difícil",Um pouco mais difícil,Fico clicando nos menus até achar,Na maioria das vezes encontro,"Aulas (videoaulas, explicações) | Atividades (exercícios, tarefas) | Jogos e desafios","Eu primeiro ia no menu e procurava a parte de matérias. Depois tentava achar onde ficam as atividades. Se não achasse logo, tentava escrever na busca o nome da atividade. Eu não ia desistir porque o professor falou que era importante fazer.","Tanto faz, o que importa é ser fácil","Consigo navegar fácil, sei onde clicar","Sim, já aconteceu algumas vezes",Raramente acontece,"Não desisto, fico até achar",Tento de novo mais tarde | Peço ajuda para o professor,A página demora para carregar | Clico em vários lugares e não abre nada,"😞 Chateado, queria ter encontrado","Uma vez o professor mandou uma aula de ciências no portal e eu fui procurar. Fui clicando em ciências, depois em aulas, mas não aparecia nada. Tentei escrever na busca e apareceu coisa diferente. Fiquei tentando por bastante tempo até pedir ajuda para o professor no dia seguinte.","Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas",Seria útil às vezes,"Ver o que eu acessei recentemente | Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante",Eu queria que tivesse mais jogos para aprender as matérias. Também seria bom ter um lugar fácil de ver minhas notas e se fiz todas as atividades. Às vezes fico na dúvida se esqueci de fazer alguma coisa.,"Eu ia falar que tem bastante coisa legal para aprender lá. Vale a pena usar todo dia porque os conteúdos são bons. Mas ia avisar que no começo é um pouco difícil de achar as coisas, e que precisa ter um pouco de paciência.","⭐⭐⭐⭐ Bom, mas poderia melhorar",Provavelmente indicaria,"Sim, ficou muito mais fácil",útil
16,8 ou 9 anos,Nunca usou computador,Acessa semanalmente,Escola e casa,Indiferente,Curiosidade própria,8 ou 9 anos,Uso toda semana,Computador ou notebook,Tanto na escola quanto em casa,Peço ajuda para o professor | Peço ajuda para alguém em casa,"Não sei bem o que aparece, é confuso","😐 Normal, nem bom nem ruim",Mais ou menos claro,Não sei.,Não sei onde fica o menu,Um pouco mais difícil,Peço para alguém me mostrar onde fica,Nunca tentei usar a busca,"Atividades (exercícios, tarefas) | Jogos e desafios",Ia pedir pro professor me mostrar onde tá.,Não sei a diferença,Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor,Clico em vários lugares e não abre nada | Não entendo os nomes das seções,"😐 Normal, já estou acostumado",Uma vez tentei achar uma atividade e fiquei clicando em vários lugares. Aí pedi pro professor.,"Talvez, dependeria de como funciona",Não sei se entendi como funcionaria,Indiferente,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante",Não sei.,Tem coisas da escola lá.,"⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,normal
17,8 ou 9 anos,Usa computador regularmente,Acessa todo dia,Só na escola,Indiferente,Curiosidade própria,8 ou 9 anos,Uso quase todo dia,Computador ou notebook,Só na escola,Fico tentando sozinho até descobrir,Uma lista de matérias ou disciplinas,"😐 Normal, nem bom nem ruim",Mais ou menos claro,Acho que tem jogos mas nunca achei.,"Já me acostumei, mas no começo era difícil",Um pouco mais difícil,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Atividades (exercícios, tarefas) | Jogos e desafios",Ia clicar nas matérias e procurar lá.,"Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor,Clico em vários lugares e não abre nada | A página demora para carregar,"😐 Normal, já estou acostumado","Tentei achar uma atividade de matemática e não consegui, fui pedir pro professor.","Talvez, dependeria de como funciona","Sim, um pouco",Indiferente,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante",Mais jogos.,"É o portal da escola, serve pra fazer as coisas da aula.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,normal
18,8 ou 9 anos,Nunca usou computador,Acessa todo dia,Escola e casa,Indiferente,Curiosidade própria,8 ou 9 anos,Uso quase todo dia,Celular,Tanto na escola quanto em casa,Desisto e não uso aquela parte,Atividades ou tarefas para fazer,"😐 Normal, nem bom nem ruim",Mais ou menos claro,Não sei. Nunca fiquei procurando coisa assim.,"Já me acostumei, mas no começo era difícil",Mais ou menos igual,Vou direto em uma parte que já conheço,"Às vezes encontro, às vezes não","Atividades (exercícios, tarefas) | Jogos e desafios",Eu ia clicar nas matérias pra ver se achava. Se não achasse ia perguntar pro professor onde tava. Não ficaria procurando muito tempo não.,"Tanto faz, o que importa é ser fácil","Consigo navegar fácil, sei onde clicar","Sim, já aconteceu algumas vezes",Raramente acontece,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor,A página demora para carregar,"😐 Normal, já estou acostumado",Uma vez tentei achar um vídeo que a professora falou. Fiquei clicando em umas coisas mas não achei. Aí deixei pra lá. No outro dia a professora mostrou onde era.,"Talvez, dependeria de como funciona",Não faria diferença,Indiferente,"A tela inicial mostrar só o que é mais importante | Conteúdos separados por tipo (aulas, atividades, recursos, trilhas)",Não sei. Tá bom assim.,Eu falaria que dá pra fazer as atividades da escola. Tem coisas legais lá. Não é difícil quando você já conhece. É normal.,"⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,normal
19,8 ou 9 anos,Usa computador regularmente,Acessa semanalmente,"Escola pública, zona rural",Tímido/dependente,Gosta do conteúdo,8 ou 9 anos,Uso toda semana,Computador ou notebook,Só na escola,Peço ajuda para o professor | Peço ajuda para alguém em casa,"Não sei bem o que aparece, é confuso",😕 Um pouco perdido,Mais ou menos claro,Acho que tem jogos mas nunca achei onde fica.,"Já me acostumei, mas no começo era difícil",Um pouco mais difícil,Peço para alguém me mostrar onde fica,Nunca tentei usar a busca,"Aulas (videoaulas, explicações) | Jogos e desafios",Eu pediria para a professora me mostrar onde fica a atividade.,Não sei a diferença,Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor | Peço ajuda para um colega,Não entendo os nomes das seções | Fico indo e voltando sem saber onde estou,"😅 Sem problema, sempre tem alguém para ajudar",Uma vez eu não achei a atividade de matemática e tive que chamar a professora para me ajudar.,Provavelmente usaria,"Sim, um pouco",Seria útil às vezes,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante",Queria que tivesse mais jogos para aprender.,Eu falaria que tem coisas legais mas às vezes é difícil de achar sozinho.,"⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,confuso
20,8 ou 9 anos,Usa computador regularmente,Acessa todo dia,Escola e casa,Impaciente,Curiosidade própria,8 ou 9 anos,Uso quase todo dia,Computador ou notebook,Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Desisto e não uso aquela parte,Uma lista de matérias ou disciplinas | Atividades ou tarefas para fazer,"😐 Normal, nem bom nem ruim",Mais ou menos claro,Acho que tem jogos escondidos em algum lugar mas nunca achei.,"Tem muitas opções e fico confuso | Já me acostumei, mas no começo era difícil",Um pouco mais difícil,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Jogos e desafios",Ia clicar em tudo até achar. Se não achasse rápido eu desistiria e perguntaria pro professor.,"Tanto faz, o que importa é ser fácil","Fico procurando onde clicar por um tempo | Uso o botão ""voltar"" do navegador","Sim, acontece muito",Acontece bastante,"Desisto quase na hora, menos de 1 minuto",Peço ajuda para o professor | Desisto e não faço a tarefa,Clico em vários lugares e não abre nada | A página demora para carregar,"😤 Com raiva, é muito difícil",Uma vez tentei achar uma atividade de matemática e cliquei em tudo e não abriu nada. Fiquei com raiva e fechei o portal.,"Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas","Adoraria, me ajudaria a descobrir coisas novas",Poder fixar atalhos rápidos na tela inicial | A tela inicial mostrar só o que é mais importante,Queria que tivesse mais jogos e que as coisas abrissem mais rápido.,Diria que tem coisas legais mas é chato quando não acha o que quer.,"⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,confuso
21,8 ou 9 anos,Usa computador regularmente,Acessa todo dia,Escola e casa,Tímido/dependente,Curiosidade própria,8 ou 9 anos,Uso quase todo dia,Computador ou notebook,Tanto na escola quanto em casa,Peço ajuda para o professor | Peço ajuda para alguém em casa,Uma lista de matérias ou disciplinas | Atividades ou tarefas para fazer,😕 Um pouco perdido,Mais ou menos claro,Acho que tem um lugar para ver minhas notas mas nunca consegui achar. Fico com medo de clicar em coisa errada e bagunçar alguma coisa. Aí eu desisto e peço ajuda pro professor.,"Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Peço para alguém me mostrar onde fica,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Atividades (exercícios, tarefas)",Eu ia pedir pro professor me mostrar onde fica a atividade. Sozinho eu não saberia por onde começar. Às vezes fico clicando em vários lugares mas não acho nada. Prefiro que alguém me ajude a não ficar perdido.,Não sei a diferença,Fico procurando onde clicar por um tempo | Volto para o início e começo de novo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor | Peço ajuda para um colega,Não entendo os nomes das seções | Fico indo e voltando sem saber onde estou,"😞 Chateado, queria ter encontrado",Uma vez o professor pediu pra fazer uma atividade de ciências no portal. Fiquei clicando em vários lugares mas não achei. Não sabia em qual menu olhar. No outro dia tive que pedir pro professor me mostrar onde estava. Fiquei chateado porque não consegui fazer sozinho.,"Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas","Adoraria, me ajudaria a descobrir coisas novas",Ver o que eu acessei recentemente | A tela inicial mostrar só o que é mais importante,"Queria que tivesse um botão de ajuda em cada parte do portal. Às vezes não sei o que aquela seção significa e fico com medo de clicar errado. Seria muito bom ter alguém me explicando direto na tela, tipo um guia.","Eu falaria que tem bastante coisa legal pra estudar lá. Mas que às vezes é difícil de achar o que você precisa. Falaria para pedir ajuda pro professor no começo, porque sozinho é complicado. Depois que aprende onde fica tudo fica um pouco mais fácil.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,confuso
22,8 ou 9 anos,Usa computador às vezes,Acessa semanalmente,Escola e casa,Curioso/explorador,Obrigação (professor mandou),8 ou 9 anos,Uso toda semana,"Uso em aparelhos diferentes, depende do dia",Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Peço ajuda para o professor,Atividades ou tarefas para fazer | Uma lista de matérias ou disciplinas,"🙂 Tranquilo, vou descobrindo",Mais ou menos claro,Acho que tem jogos no portal mas eu nunca consegui achar onde fica.,"Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Jogos e desafios | Atividades (exercícios, tarefas)",Eu ia clicar em tudo para tentar achar. Ia tentar escrever programação na busca também para ver o que aparece.,"Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor | Tento de novo mais tarde,Clico em vários lugares e não abre nada | Não entendo os nomes das seções,"😞 Chateado, queria ter encontrado",Uma vez a professora mandou achar uma atividade de ciências e eu fiquei clicando em tudo mas não achei. Tentei escrever na busca mas apareceu coisa estranha. Aí pedi para a professora me mostrar onde era.,"Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas","Adoraria, me ajudaria a descobrir coisas novas","Uma barra de busca mais visível e fácil de usar | Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante",Queria que tivesse mais jogos para aprender as matérias.,Eu falaria que é para usar quando o professor mandar. Tem bastante coisa lá mas é um pouco difícil de achar tudo.,"⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,confuso
23,8 ou 9 anos,Usa computador regularmente,Acessa raramente,Escola e casa,Tímido/dependente,Obrigação (professor mandou),8 ou 9 anos,Já usei algumas vezes,Computador ou notebook,Tanto na escola quanto em casa,Peço ajuda para o professor | Peço ajuda para alguém em casa,"Não sei bem o que aparece, é confuso",😕 Um pouco perdido,Não muito claro,Acho que tem as tarefas do professor mas nunca achei.,Tem muitas opções e fico confuso,Um pouco mais difícil de usar,Peço para alguém me mostrar onde fica,Nunca tentei usar a busca,"Atividades (exercícios, tarefas) | Não importa, desde que seja fácil de achar",Ia pedir para o professor me mostrar onde fica.,Não sei a diferença,Fico perdido e às vezes fecho o portal,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor,Não entendo os nomes das seções | Tem muita coisa na tela ao mesmo tempo,"😞 Chateado, queria ter encontrado",O professor mandou fazer uma atividade mas eu não achei onde estava.,Provavelmente usaria,"Sim, um pouco",Seria útil às vezes,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante",Queria que fosse mais fácil de achar as tarefas.,Diria que tem as coisas da escola mas é um pouco difícil de usar.,"⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Não uso há tempo suficiente para comparar,confuso
24,8 ou 9 anos,Usa computador às vezes,Acessa todo dia,Escola e casa,Curioso/explorador,Gosta do conteúdo,8 ou 9 anos,Uso quase todo dia,"Uso em aparelhos diferentes, depende do dia",Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Peço ajuda para um colega,Uma lista de matérias ou disciplinas | Atividades ou tarefas para fazer,"🙂 Tranquilo, vou descobrindo",Mais ou menos claro,"Eu acho que tem mais jogos escondidos no portal, mas nunca achei onde ficam. Já tentei clicar em vários lugares diferentes procurando. Fico curioso se eles existem mesmo ou se eu estou enganado!","Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Jogos e desafios","Eu ia abrir o portal e procurar nas matérias primeiro. Depois tentaria escrever 'programação' na busca para ver o que aparece. Se não achasse nada, perguntaria para o professor onde fica exatamente.","Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo | Uso o botão 'voltar' do navegador,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor | Tento de novo mais tarde,Não encontro nem com a busca | Não entendo os nomes das seções,"😞 Chateado, queria ter encontrado",Uma vez queria achar um vídeo de matemática que a professora tinha falado na aula. Fui na busca e escrevi 'matemática' mas apareceram muitas coisas diferentes. Cliquei em várias e nenhuma era o vídeo certo. No final tive que pedir para a professora me mostrar onde ficava.,"Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas","Adoraria, me ajudaria a descobrir coisas novas","Poder fixar atalhos rápidos na tela inicial | Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Uma barra de busca mais visível e fácil de usar","Queria que tivesse mais jogos para aprender as matérias, tipo desafios com pontos para ganhar. Seria muito mais divertido estudar assim. Também seria legal ter um lugar para ver quantas coisas eu já aprendi!","Eu falaria que tem muita coisa legal para aprender lá, com vídeos e atividades das matérias. No começo pode parecer confuso, mas depois vai ficando mais fácil. Vale a pena explorar tudo que tem!","⭐⭐⭐⭐ Bom, mas poderia melhorar",Provavelmente indicaria,Um pouco mais fácil,curioso
25,8 ou 9 anos,Nunca usou computador,Acessa semanalmente,Escola e casa,Curioso/explorador,Obrigação (professor mandou),8 ou 9 anos,Uso toda semana,"Uso em aparelhos diferentes, depende do dia",Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Peço ajuda para o professor,"Atividades ou tarefas para fazer | Não sei bem o que aparece, é confuso","🙂 Tranquilo, vou descobrindo",Mais ou menos claro,Acho que tem jogos lá mas nunca consegui achar. Fiquei clicando em tudo mas não apareceu nada de jogo.,Tem muitas opções e fico confuso,Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Jogos e desafios | Atividades (exercícios, tarefas)","Eu ia tentar digitar na busca. Se não achasse, ia clicar em várias partes para ver onde estava.",Não sei a diferença,Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por mais de 5 minutos,Peço ajuda para o professor | Tento de novo mais tarde,Clico em vários lugares e não abre nada | A página demora para carregar,"😞 Chateado, queria ter encontrado",Uma vez queria achar a tarefa de matemática e fiquei clicando em tudo mas não aparecia. Aí a professora teve que me mostrar onde ficava.,"Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas","Adoraria, me ajudaria a descobrir coisas novas","Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante",Queria que tivesse jogos para aprender as matérias. Seria mais divertido estudar assim.,Fala que é o portal da escola e que tem as tarefas lá. É um pouco difícil no começo mas dá pra aprender.,"⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,confuso
